instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 11 5 0.9336 0.0377 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9208 0.1082 0.0016 0.0187 0.0202 0.145951
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 12 5 0.9350 0.0351 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9360 0.1318 0.0042 0.0184 0.0199 0.140346
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 13 5 0.9336 0.0378 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9032 0.1220 0.0038 0.0201 0.0217 0.173420
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 14 5 0.9329 0.0371 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9368 0.1154 0.0044 0.0186 0.0201 0.152666
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 15 5 0.9330 0.0377 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.8704 0.1312 0.0032 0.0214 0.0231 0.164637
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 16 5 0.9303 0.0374 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.8846 0.0888 0.0026 0.0194 0.0210 0.158550
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 17 5 0.9339 0.0374 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9262 0.1236 0.0030 0.0188 0.0203 0.167216
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 18 5 0.9329 0.0363 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9024 0.1136 0.0014 0.0200 0.0216 0.159026
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 19 5 0.9345 0.0373 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9252 0.1330 0.0014 0.0189 0.0204 0.167222
WangRastrigin-d5-error4-phi5000.0 kriging 25 0 20 5 0.9313 0.0373 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.8532 0.1178 0.0028 0.0227 0.0246 0.173252
