instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 5 10 0.6850 0.0960 0.8836 0.7872 0.6868 0.5877 0.4928 0.3992 0.3004 0.1987 0.0896 0.0417 0.0196 0.2936 0.5975 0.132209
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 6 10 0.6881 0.0812 0.8891 0.7978 0.7036 0.5946 0.4969 0.3966 0.2968 0.1894 0.0873 0.0401 0.0192 0.2882 0.5835 0.111806
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 7 10 0.6804 0.0764 0.9008 0.8066 0.7032 0.6035 0.4995 0.3948 0.2901 0.1853 0.0811 0.0357 0.0171 0.2836 0.5717 0.090536
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 8 10 0.6945 0.0787 0.8876 0.7906 0.6909 0.5873 0.4866 0.3950 0.2949 0.1940 0.0845 0.0386 0.0210 0.2898 0.5909 0.115497
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 9 10 0.6893 0.0896 0.8876 0.7933 0.6933 0.5894 0.4923 0.3940 0.2944 0.1961 0.0939 0.0452 0.0252 0.2920 0.5927 0.117519
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 10 10 0.6885 0.0962 0.8875 0.7866 0.6888 0.5891 0.4900 0.3926 0.2932 0.1931 0.0901 0.0441 0.0209 0.2913 0.5944 0.123264
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 11 10 0.6878 0.0853 0.8991 0.8083 0.7086 0.6097 0.5051 0.4018 0.2960 0.1906 0.0845 0.0408 0.0207 0.2841 0.5687 0.091318
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 12 10 0.6942 0.0921 0.8963 0.8091 0.7073 0.6053 0.5026 0.4045 0.3033 0.1964 0.0923 0.0435 0.0220 0.2876 0.5743 0.127606
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 13 10 0.6864 0.1056 0.8898 0.8002 0.6991 0.6019 0.5058 0.3999 0.2956 0.1862 0.0839 0.0373 0.0191 0.2867 0.5792 0.106020
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 14 10 0.6904 0.0814 0.8929 0.7972 0.6948 0.5894 0.4964 0.3985 0.3027 0.1933 0.0901 0.0396 0.0201 0.2899 0.5866 0.110117
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 15 10 0.6893 0.0920 0.8830 0.7920 0.6916 0.5920 0.4962 0.3989 0.2944 0.1867 0.0876 0.0445 0.0253 0.2905 0.5915 0.109609
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 16 10 0.6821 0.0883 0.8970 0.8033 0.6992 0.5992 0.4963 0.3905 0.2950 0.1898 0.0845 0.0392 0.0202 0.2854 0.5769 0.089870
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 17 10 0.6855 0.0873 0.8948 0.7982 0.7026 0.5961 0.5023 0.3975 0.2935 0.1928 0.0908 0.0432 0.0230 0.2880 0.5805 0.087160
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 18 10 0.6742 0.0917 0.8827 0.7869 0.6868 0.5853 0.4863 0.3831 0.2811 0.1796 0.0827 0.0374 0.0178 0.2879 0.5945 0.134719
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 19 10 0.6841 0.0855 0.9003 0.8138 0.7146 0.6144 0.5079 0.4000 0.2961 0.1919 0.0845 0.0402 0.0200 0.2834 0.5654 0.096723
COCOfunction11-dim10-seed1-dists1-centres9-radius0.25-freq100-amp1 cokriging 40 100 20 10 0.6767 0.0811 0.8850 0.7929 0.7003 0.5945 0.4957 0.3947 0.2932 0.1842 0.0835 0.0409 0.0220 0.2882 0.5862 0.094747
COCOfunction2-dim10-seed1-disth2-height0-radius0.025-freq100-amp1 cokriging 40 100 1 10 0.6702 0.2038 0.9631 0.9148 0.8349 0.7287 0.5956 0.4544 0.3110 0.1744 0.0609 0.0233 0.0088 0.2374 0.4288 0.166687
COCOfunction2-dim10-seed1-disth2-height0-radius0.025-freq100-amp1 cokriging 40 100 2 10 0.6623 0.2040 0.9565 0.9022 0.8236 0.7158 0.5947 0.4556 0.3117 0.1714 0.0607 0.0193 0.0074 0.2423 0.4417 0.161739
COCOfunction2-dim10-seed1-disth2-height0-radius0.025-freq100-amp1 cokriging 40 100 3 10 0.6579 0.2031 0.9493 0.8959 0.8179 0.7157 0.5959 0.4673 0.3254 0.1827 0.0639 0.0222 0.0098 0.2489 0.4518 0.039581
COCOfunction2-dim10-seed1-disth2-height0-radius0.025-freq100-amp1 cokriging 40 100 4 10 0.6689 0.2056 0.9551 0.9017 0.8263 0.7300 0.6136 0.4686 0.3144 0.1730 0.0585 0.0200 0.0076 0.2416 0.4365 0.197095
COCOfunction2-dim10-seed1-disth2-height0-radius0.025-freq100-amp1 cokriging 40 100 5 10 0.6756 0.2011 0.9554 0.9034 0.8225 0.7243 0.6075 0.4776 0.3249 0.1857 0.0658 0.0241 0.0104 0.2452 0.4405 0.085854
COCOfunction2-dim10-seed1-disth2-height0-radius0.025-freq100-amp1 cokriging 40 100 6 10 0.6612 0.2037 0.9553 0.9026 0.8226 0.7251 0.6061 0.4690 0.3264 0.1907 0.0647 0.0216 0.0084 0.2456 0.4417 0.104395
COCOfunction2-dim10-seed1-disth2-height0-radius0.025-freq100-amp1 cokriging 40 100 7 10 0.6739 0.2032 0.9558 0.9091 0.8347 0.7287 0.6086 0.4767 0.3358 0.1942 0.0676 0.0235 0.0096 0.2450 0.4370 0.030905
COCOfunction2-dim10-seed1-disth2-height0-radius0.025-freq100-amp1 cokriging 40 100 8 10 0.6758 0.2018 0.9576 0.9102 0.8420 0.7452 0.6250 0.4870 0.3341 0.1849 0.0628 0.0210 0.0094 0.2404 0.4257 0.073616
