instance technique highFiBudget lowFiBudget seed dimension CC RRMSE LCC_0.1 LCC_0.2 LCC_0.3 LCC_0.4 LCC_0.5 LCC_0.6 LCC_0.7 LCC_0.8 LCC_0.9 LCC_0.95 LCC_0.975 LCC_sd LCC_coeff performance
ToalBranin0.70 cokriging 8 20 1 2 0.5850 0.2870 0.6975 0.5470 0.4180 0.3470 0.2855 0.2290 0.1540 0.0810 0.0095 0.0000 0.0000 0.2796 0.8718 0.129593
ToalBranin0.70 cokriging 8 20 2 2 0.5880 0.3023 0.6805 0.5230 0.4145 0.3530 0.2835 0.2210 0.1510 0.0685 0.0105 0.0000 0.0000 0.2814 0.8959 0.156630
ToalBranin0.70 cokriging 8 20 3 2 0.5802 0.3047 0.7075 0.5220 0.3985 0.3400 0.2790 0.2095 0.1485 0.0970 0.0160 0.0000 0.0000 0.2799 0.8904 0.129968
ToalBranin0.70 cokriging 8 20 4 2 0.5805 0.3202 0.7120 0.5400 0.4140 0.3440 0.2820 0.2225 0.1550 0.0905 0.0060 0.0000 0.0000 0.2792 0.8720 0.191229
ToalBranin0.70 cokriging 8 20 5 2 0.5930 0.3292 0.6960 0.5345 0.4190 0.3480 0.2855 0.2230 0.1560 0.0970 0.0145 0.0000 0.0000 0.2829 0.8817 0.289877
ToalBranin0.70 cokriging 8 20 6 2 0.5721 0.3283 0.7075 0.5340 0.4165 0.3530 0.2920 0.2160 0.1610 0.1015 0.0125 0.0000 0.0000 0.2832 0.8803 0.136630
ToalBranin0.70 cokriging 8 20 7 2 0.5690 0.2910 0.7050 0.5440 0.4120 0.3365 0.2865 0.2275 0.1500 0.0815 0.0150 0.0000 0.0000 0.2804 0.8750 0.195441
ToalBranin0.70 cokriging 8 20 8 2 0.5642 0.2776 0.7140 0.5285 0.4160 0.3570 0.2905 0.2055 0.1380 0.0855 0.0145 0.0005 0.0000 0.2770 0.8639 0.150334
ToalBranin0.70 cokriging 8 20 9 2 0.5665 0.2659 0.7205 0.5360 0.4275 0.3530 0.2825 0.2215 0.1475 0.0730 0.0060 0.0000 0.0000 0.2745 0.8527 0.141132
ToalBranin0.70 cokriging 8 20 10 2 0.5845 0.2861 0.7025 0.5175 0.4000 0.3310 0.2655 0.2000 0.1495 0.0970 0.0075 0.0000 0.0000 0.2770 0.8896 0.116079
ToalBranin0.70 cokriging 8 20 11 2 0.5941 0.3007 0.7025 0.5435 0.4145 0.3465 0.2880 0.2245 0.1520 0.0965 0.0135 0.0005 0.0000 0.2836 0.8824 0.186017
ToalBranin0.70 cokriging 8 20 12 2 0.5702 0.2910 0.6890 0.5240 0.4110 0.3385 0.2820 0.2190 0.1500 0.0585 0.0045 0.0000 0.0000 0.2762 0.8868 0.163053
ToalBranin0.70 cokriging 8 20 13 2 0.5889 0.2821 0.7045 0.5620 0.4280 0.3555 0.2925 0.2320 0.1605 0.0995 0.0040 0.0000 0.0000 0.2826 0.8646 0.136981
ToalBranin0.70 cokriging 8 20 14 2 0.5997 0.2829 0.6860 0.5240 0.4140 0.3530 0.2880 0.2205 0.1505 0.0875 0.0105 0.0000 0.0000 0.2831 0.8928 0.084055
ToalBranin0.70 cokriging 8 20 15 2 0.5789 0.3075 0.6965 0.5300 0.4055 0.3425 0.2860 0.2320 0.1510 0.0860 0.0075 0.0000 0.0000 0.2812 0.8871 0.142579
ToalBranin0.70 cokriging 8 20 16 2 0.5843 0.3073 0.7170 0.5485 0.4205 0.3535 0.2840 0.2200 0.1510 0.0825 0.0155 0.0000 0.0000 0.2772 0.8596 0.148466
ToalBranin0.70 cokriging 8 20 17 2 0.5721 0.2914 0.6925 0.5190 0.3915 0.3300 0.2685 0.2190 0.1515 0.0995 0.0060 0.0000 0.0000 0.2806 0.9033 0.119175
ToalBranin0.70 cokriging 8 20 18 2 0.5736 0.3088 0.6880 0.5340 0.4035 0.3360 0.2720 0.2105 0.1425 0.0805 0.0070 0.0000 0.0000 0.2760 0.8905 0.140815
ToalBranin0.70 cokriging 8 20 19 2 0.5751 0.2922 0.6975 0.5585 0.4260 0.3485 0.2785 0.2205 0.1440 0.0555 0.0020 0.0000 0.0000 0.2728 0.8587 0.140041
ToalBranin0.70 cokriging 8 20 20 2 0.5710 0.2849 0.7210 0.5420 0.4215 0.3520 0.2815 0.2035 0.1385 0.0755 0.0145 0.0000 0.0000 0.2741 0.8597 0.185421
